relative_threshold,threshold,initial_mse_xgboost,final_mse_xgboost,improvement_xgboost,initial_mse_lightgbm,final_mse_lightgbm,improvement_lightgbm,aggregated_initial_mse,aggregated_final_mse
0.0001,1.1006908544877351e-07,0.0005121471232352867,0.00043989240078366444,7.225472245162224e-05,0.0005885437312524484,0.0004885972506286508,9.994648062379766e-05,0.001100690854487735,0.0009284896514123152
0.0002,2.2013817089754702e-07,0.0005121471232352867,0.00045043502570480363,6.171209753048305e-05,0.0005885437312524484,0.0004688329842491437,0.00011971074700330473,0.001100690854487735,0.0009192680099539474
0.00030000000000000003,3.3020725634632053e-07,0.0005121471232352867,0.0004318499621699618,8.029716106532488e-05,0.0005885437312524484,0.0004725964107119686,0.00011594732054047983,0.001100690854487735,0.0009044463728819304
0.0004,4.4027634179509404e-07,0.0005121471232352867,0.00044602323733796795,6.612388589731874e-05,0.0005885437312524484,0.0004653141125850987,0.0001232296186673497,0.001100690854487735,0.0009113373499230667
0.0005,5.503454272438675e-07,0.0005121471232352867,0.00042865637544746015,8.349074778782654e-05,0.0005885437312524484,0.0004929493908718156,9.559434038063281e-05,0.001100690854487735,0.0009216057663192758
0.0006000000000000001,6.604145126926411e-07,0.0005121471232352867,0.0004437294551514399,6.84176680838468e-05,0.0005885437312524484,0.00047872472842036345,0.00010981900283208498,0.001100690854487735,0.0009224541835718033
0.0007000000000000001,7.704835981414146e-07,0.0005121471232352867,0.00044647704861372256,6.567007462156412e-05,0.0005885437312524484,0.0004828035789196984,0.00010574015233275004,0.001100690854487735,0.0009292806275334209
0.0008,8.805526835901881e-07,0.0005121471232352867,0.00043587985612576394,7.626726710952274e-05,0.0005885437312524484,0.0004618363145986432,0.0001267074166538052,0.001100690854487735,0.0008977161707244072
0.0009000000000000001,9.906217690389616e-07,0.0005121471232352867,0.0004384769893746798,7.367013386060686e-05,0.0005885437312524484,0.0004724202068814204,0.00011612352437102803,0.001100690854487735,0.0009108971962561003
0.001,1.100690854487735e-06,0.0005121471232352867,0.0004295616213125131,8.258550192277356e-05,0.0005885437312524484,0.00048725160676356746,0.00010129212448888096,0.001100690854487735,0.0009168132280760806
0.0011,1.2107599399365086e-06,0.0005121471232352867,0.00045656069518820144,5.558642804708524e-05,0.0005885437312524484,0.00045465864856174807,0.00013388508269070035,0.001100690854487735,0.0009112193437499495
0.0012000000000000001,1.3208290253852821e-06,0.0005121471232352867,0.00045509656642828426,5.705055680700242e-05,0.0005885437312524484,0.0004813779753004848,0.00010716575595196362,0.001100690854487735,0.0009364745417287691
0.0013000000000000002,1.4308981108340556e-06,0.0005121471232352867,0.00045022466464162363,6.192245859366305e-05,0.0005885437312524484,0.0004665755847196718,0.0001219681465327766,0.001100690854487735,0.0009168002493612955
0.0014000000000000002,1.5409671962828291e-06,0.0005121471232352867,0.00043283602212522247,7.931110111006421e-05,0.0005885437312524484,0.00048180456419622426,0.00010673916705622417,0.001100690854487735,0.0009146405863214467
0.0015,1.6510362817316026e-06,0.0005121471232352867,0.0004569649386101415,5.518218462514517e-05,0.0005885437312524484,0.0004729847958900763,0.00011555893536237212,0.001100690854487735,0.0009299497345002178
0.0016,1.7611053671803761e-06,0.0005121471232352867,0.00044412603126125675,6.802109197402993e-05,0.0005885437312524484,0.0004585464186388727,0.00012999731261357573,0.001100690854487735,0.0009026724499001295
0.0017000000000000001,1.8711744526291497e-06,0.0005121471232352867,0.0004819060047818824,3.0241118453404282e-05,0.0005885437312524484,0.0004857087937513086,0.00010283493750113981,0.001100690854487735,0.0009676147985331911
0.0018000000000000002,1.981243538077923e-06,0.0005121471232352867,0.0004521133484414156,6.003377479387107e-05,0.0005885437312524484,0.00046060711282044914,0.00012793661843199929,0.001100690854487735,0.0009127204612618648
0.0019000000000000002,2.091312623526697e-06,0.0005121471232352867,0.00046801003254434925,4.413709069093743e-05,0.0005885437312524484,0.0004635065977335969,0.0001250371335188515,0.001100690854487735,0.0009315166302779462
0.002,2.20138170897547e-06,0.0005121471232352867,0.0004379700235202305,7.417709971505618e-05,0.0005885437312524484,0.00048619778341851637,0.00010234594783393205,0.001100690854487735,0.0009241678069387469
0.0021,2.3114507944242435e-06,0.0005121471232352867,0.0005027722108025109,9.374912432775747e-06,0.0005885437312524484,0.0004691978626180161,0.00011934586863443232,0.001100690854487735,0.000971970073420527
0.0022,2.421519879873017e-06,0.0005121471232352867,0.00044003063454211395,7.211648869317273e-05,0.0005885437312524484,0.000455771817082691,0.00013277191416975742,0.001100690854487735,0.000895802451624805
0.0023,2.5315889653217905e-06,0.0005121471232352867,0.0004488181675169354,6.332895571835127e-05,0.0005885437312524484,0.00046794507803766443,0.000120598653214784,0.001100690854487735,0.0009167632455545998
0.0024,2.641658050770564e-06,0.0005121471232352867,0.0004154497748667109,9.669734836857577e-05,0.0005885437312524484,0.00046706288873277766,0.00012148084251967077,0.001100690854487735,0.0008825126635994885
0.0025,2.7517271362193375e-06,0.0005121471232352867,0.0004505619395462178,6.158518368906891e-05,0.0005885437312524484,0.0004899578681294982,9.858586312295027e-05,0.001100690854487735,0.0009405198076757159
0.0026,2.861796221668111e-06,0.0005121471232352867,0.0004228353283308679,8.931179490441878e-05,0.0005885437312524484,0.00047109847775521677,0.00011744525349723165,0.001100690854487735,0.0008939338060860847
0.0027,2.9718653071168845e-06,0.0005121471232352867,0.00048301487017366157,2.9132253061625113e-05,0.0005885437312524484,0.00046558840085233257,0.00012295533040011585,0.001100690854487735,0.0009486032710259941
0.0028,3.081934392565658e-06,0.0005121471232352867,0.00043097796497494677,8.116915826033991e-05,0.0005885437312524484,0.000477869417620482,0.00011067431363196643,0.001100690854487735,0.0009088473825954288
0.0029,3.192003478014431e-06,0.0005121471232352867,0.0004542783176306709,5.786880560461577e-05,0.0005885437312524484,0.000480962143723438,0.0001075815875290104,0.001100690854487735,0.0009352404613541089
0.003,3.3020725634632053e-06,0.0005121471232352867,0.00046239451977622844,4.9752603459058244e-05,0.0005885437312524484,0.0004840903848355976,0.00010445334641685084,0.001100690854487735,0.000946484904611826
0.0031,3.4121416489119786e-06,0.0005121471232352867,0.0004284466383115368,8.370048492374989e-05,0.0005885437312524484,0.0004693132922190578,0.00011923043903339065,0.001100690854487735,0.0008977599305305946
0.0032,3.5222107343607523e-06,0.0005121471232352867,0.00044706561941188514,6.508150382340155e-05,0.0005885437312524484,0.00047408792908757086,0.00011445580216487756,0.001100690854487735,0.000921153548499456
0.0033,3.6322798198095256e-06,0.0005121471232352867,0.0004648747453462304,4.727237788905626e-05,0.0005885437312524484,0.0004636445335382571,0.0001248991977141913,0.001100690854487735,0.0009285192788844876
0.0034,3.742348905258299e-06,0.0005121471232352867,0.0004527231230512711,5.9424000184015596e-05,0.0005885437312524484,0.00046710968354858053,0.00012143404770386789,0.001100690854487735,0.0009198328065998516
0.0035,3.852417990707073e-06,0.0005121471232352867,0.0004671404091711003,4.5006714064186356e-05,0.0005885437312524484,0.00046958261197472943,0.000118961119277719,0.001100690854487735,0.0009367230211458298
0.0036,3.9624870761558455e-06,0.0005121471232352867,0.0004331345785337298,7.901254470155686e-05,0.0005885437312524484,0.0004918429386943345,9.670079255811388e-05,0.001100690854487735,0.0009249775172280644
0.0037,4.07255616160462e-06,0.0005121471232352867,0.0004196533212415116,9.249380199377507e-05,0.0005885437312524484,0.000491114685557512,9.742904569493645e-05,0.001100690854487735,0.0009107680067990235
0.0038,4.182625247053393e-06,0.0005121471232352867,0.00043667184393466675,7.547527930061994e-05,0.0005885437312524484,0.00047733519031533804,0.00011120854093711038,0.001100690854487735,0.0009140070342500048
0.0039,4.292694332502167e-06,0.0005121471232352867,0.00044664035237550187,6.550677085978481e-05,0.0005885437312524484,0.00048770554791724533,0.0001008381833352031,0.001100690854487735,0.0009343459002927472
0.004,4.40276341795094e-06,0.0005121471232352867,0.0004769385004710576,3.520862276422908e-05,0.0005885437312524484,0.00045590356361108946,0.00013264016764135897,0.001100690854487735,0.0009328420640821471
0.0041,4.512832503399714e-06,0.0005121471232352867,0.0004326212877484428,7.952583548684387e-05,0.0005885437312524484,0.0004607657996272058,0.00012777793162524264,0.001100690854487735,0.0008933870873756486
0.004200000000000001,4.622901588848488e-06,0.0005121471232352867,0.0004907109156004586,2.1436207634828062e-05,0.0005885437312524484,0.0004744303795598641,0.00011411335169258434,0.001100690854487735,0.0009651412951603227
0.004300000000000001,4.7329706742972615e-06,0.0005121471232352867,0.0004446394910029617,6.7507632232325e-05,0.0005885437312524484,0.000472710455867097,0.00011583327538535143,0.001100690854487735,0.0009173499468700587
0.0044,4.843039759746034e-06,0.0005121471232352867,0.0004464505478334923,6.569657540179437e-05,0.0005885437312524484,0.000472404200746381,0.00011613953050606743,0.001100690854487735,0.0009188547485798733
0.0045000000000000005,4.953108845194808e-06,0.0005121471232352867,0.00044768697759152063,6.446014564376605e-05,0.0005885437312524484,0.0004667733486887367,0.00012177038256371172,0.001100690854487735,0.0009144603262802573
0.004600000000000001,5.063177930643582e-06,0.0005121471232352867,0.0004844859522597512,2.7661170975535492e-05,0.0005885437312524484,0.0004770475531559404,0.00011149617809650802,0.001100690854487735,0.0009615335054156916
0.0047,5.173247016092355e-06,0.0005121471232352867,0.000479364113716698,3.2783009518588704e-05,0.0005885437312524484,0.00047831143936704604,0.00011023229188540239,0.001100690854487735,0.000957675553083744
0.0048000000000000004,5.2833161015411284e-06,0.0005121471232352867,0.00043203941928205927,8.010770395322741e-05,0.0005885437312524484,0.00045635561717729726,0.00013218811407515117,0.001100690854487735,0.0008883950364593565
0.004900000000000001,5.393385186989902e-06,0.0005121471232352867,0.00044941564605429024,6.273147718099644e-05,0.0005885437312524484,0.0004741926890015636,0.00011435104225088481,0.001100690854487735,0.0009236083350558539
0.005,5.503454272438675e-06,0.0005121471232352867,0.00043015834417882133,8.198877905646535e-05,0.0005885437312524484,0.0004672997548848716,0.00012124397636757684,0.001100690854487735,0.0008974580990636929
0.0051,5.613523357887449e-06,0.0005121471232352867,0.0004440008388092581,6.814628442602857e-05,0.0005885437312524484,0.0004562827856685321,0.00013226094558391633,0.001100690854487735,0.0009002836244777902
0.005200000000000001,5.7235924433362225e-06,0.0005121471232352867,0.0004401468997525855,7.200022348270116e-05,0.0005885437312524484,0.0004886875763625021,9.98561548899463e-05,0.001100690854487735,0.0009288344761150876
0.005300000000000001,5.833661528784996e-06,0.0005121471232352867,0.00048495906644913084,2.718805678615584e-05,0.0005885437312524484,0.00047576804743325584,0.00011277568381919259,0.001100690854487735,0.0009607271138823867
0.0054,5.943730614233769e-06,0.0005121471232352867,0.00043908348991838575,7.306363331690093e-05,0.0005885437312524484,0.00047912252982326806,0.00010942120142918036,0.001100690854487735,0.0009182060197416538
0.0055000000000000005,6.053799699682543e-06,0.0005121471232352867,0.000476250566526632,3.5896556708654704e-05,0.0005885437312524484,0.0004796283319212975,0.00010891539933115095,0.001100690854487735,0.0009558788984479294
0.005600000000000001,6.1638687851313165e-06,0.0005121471232352867,0.00043284192394088636,7.930519929440032e-05,0.0005885437312524484,0.00046944987385186444,0.00011909385740058398,0.001100690854487735,0.0009022917977927509
0.0057,6.273937870580089e-06,0.0005121471232352867,0.0004205514311543349,9.159569208095177e-05,0.0005885437312524484,0.00048034722511917943,0.000108196506133269,0.001100690854487735,0.0009008986562735143
0.0058000000000000005,6.384006956028863e-06,0.0005121471232352867,0.0004216870564902675,9.046006674501918e-05,0.0005885437312524484,0.0004675847523926465,0.00012095897885980192,0.001100690854487735,0.0008892718088829141
0.005900000000000001,6.494076041477638e-06,0.0005121471232352867,0.00044770405373504164,6.444306950024504e-05,0.0005885437312524484,0.0004934601025776366,9.508362867481179e-05,0.001100690854487735,0.0009411641563126783
0.006,6.6041451269264105e-06,0.0005121471232352867,0.00046754685313624557,4.4600270099041115e-05,0.0005885437312524484,0.00046305459053056885,0.00012548914072187957,0.001100690854487735,0.0009306014436668144
0.0061,6.714214212375184e-06,0.0005121471232352867,0.0004510670958335077,6.108002740177896e-05,0.0005885437312524484,0.0004581543076104817,0.00013038942364196674,0.001100690854487735,0.0009092214034439894
0.006200000000000001,6.824283297823958e-06,0.0005121471232352867,0.0004534864362862484,5.866068694903827e-05,0.0005885437312524484,0.00046030410747170013,0.0001282396237807483,0.001100690854487735,0.0009137905437579485
0.006300000000000001,6.934352383272732e-06,0.0005121471232352867,0.00042141313406095156,9.073398917433512e-05,0.0005885437312524484,0.000490204749841183,9.833898141126541e-05,0.001100690854487735,0.0009116178839021346
0.0064,7.0444214687215046e-06,0.0005121471232352867,0.00043993922004334886,7.220790319193782e-05,0.0005885437312524484,0.0004613739509325401,0.0001271697803199083,0.001100690854487735,0.000901313170975889
0.006500000000000001,7.154490554170278e-06,0.0005121471232352867,0.00043662400891039476,7.552311432489192e-05,0.0005885437312524484,0.0004725694956934866,0.00011597423555896185,0.001100690854487735,0.0009091935046038813
0.006600000000000001,7.264559639619052e-06,0.0005121471232352867,0.0004776183190403373,3.452880419494938e-05,0.0005885437312524484,0.0004844431347201783,0.00010410059653227012,0.001100690854487735,0.0009620614537605157
0.0067,7.374628725067825e-06,0.0005121471232352867,0.0004623558510091313,4.9791272226155394e-05,0.0005885437312524484,0.0004862898859518013,0.00010225384530064714,0.001100690854487735,0.0009486457369609325
0.0068000000000000005,7.484697810516599e-06,0.0005121471232352867,0.0004307448568292214,8.140226640606529e-05,0.0005885437312524484,0.00047970674270897905,0.00010883698854346937,0.001100690854487735,0.0009104515995382004
0.006900000000000001,7.594766895965372e-06,0.0005121471232352867,0.00044619274245724205,6.595438077804463e-05,0.0005885437312524484,0.00045299066220173665,0.00013555306905071177,0.001100690854487735,0.0008991834046589786
0.007000000000000001,7.704835981414147e-06,0.0005121471232352867,0.00041412692997187063,9.802019326341605e-05,0.0005885437312524484,0.00048200185969525327,0.00010654187155719516,0.001100690854487735,0.000896128789667124
0.0071,7.81490506686292e-06,0.0005121471232352867,0.0004347408561406895,7.740626709459717e-05,0.0005885437312524484,0.0004771248483570606,0.00011141888289538783,0.001100690854487735,0.00091186570449775
0.007200000000000001,7.924974152311693e-06,0.0005121471232352867,0.0004349991301181175,7.714799311716919e-05,0.0005885437312524484,0.0004886282701125545,9.991546113989397e-05,0.001100690854487735,0.000923627400230672
0.007300000000000001,8.035043237760467e-06,0.0005121471232352867,0.0004419217510945165,7.022537214077017e-05,0.0005885437312524484,0.0004867042677780778,0.00010183946347437064,0.001100690854487735,0.0009286260188725943
0.0074,8.14511232320924e-06,0.0005121471232352867,0.00044990297374727066,6.224414948801602e-05,0.0005885437312524484,0.0004782121393298214,0.00011033159192262704,0.001100690854487735,0.000928115113077092
0.007500000000000001,8.255181408658013e-06,0.0005121471232352867,0.00044430265555215086,6.784446768313583e-05,0.0005885437312524484,0.0004878238566395094,0.00010071987461293902,0.001100690854487735,0.0009321265121916603
0.007600000000000001,8.365250494106788e-06,0.0005121471232352867,0.0004497166514906293,6.243047174465737e-05,0.0005885437312524484,0.0004649134375863044,0.00012363029366614404,0.001100690854487735,0.0009146300890769337
0.0077,8.47531957955556e-06,0.0005121471232352867,0.0004321971572130892,7.994996602219746e-05,0.0005885437312524484,0.0004566175400320123,0.00013192619122043612,0.001100690854487735,0.0008888146972451015
0.0078000000000000005,8.585388665004333e-06,0.0005121471232352867,0.0004512997107975458,6.0847412437740856e-05,0.0005885437312524484,0.0004788983376523427,0.0001096453936001057,0.001100690854487735,0.0009301980484498886
0.0079,8.695457750453108e-06,0.0005121471232352867,0.0004664636797512026,4.568344348408407e-05,0.0005885437312524484,0.0004616041308503403,0.00012693960040210814,0.001100690854487735,0.0009280678106015429
0.008,8.80552683590188e-06,0.0005121471232352867,0.000430503628286122,8.164349494916467e-05,0.0005885437312524484,0.000451099296203284,0.0001374444350491644,0.001100690854487735,0.000881602924489406
0.0081,8.915595921350654e-06,0.0005121471232352867,0.0004385867159430332,7.356040729225349e-05,0.0005885437312524484,0.00047167784261204735,0.00011686588864040108,0.001100690854487735,0.0009102645585550805
0.008199999999999999,9.025665006799426e-06,0.0005121471232352867,0.00045965741281305526,5.2489710422231424e-05,0.0005885437312524484,0.000480520814148651,0.00010802291710379741,0.001100690854487735,0.0009401782269617062
0.0083,9.135734092248201e-06,0.0005121471232352867,0.000439942059177311,7.220506405797566e-05,0.0005885437312524484,0.00047788171961077905,0.00011066201164166938,0.001100690854487735,0.0009178237787880901
0.0084,9.245803177696974e-06,0.0005121471232352867,0.0004543098487618618,5.783727447342487e-05,0.0005885437312524484,0.00048124654207803036,0.00010729718917441806,0.001100690854487735,0.0009355563908398922
0.0085,9.355872263145748e-06,0.0005121471232352867,0.00043714892535214283,7.499819788314385e-05,0.0005885437312524484,0.000482592566344483,0.00010595116490796545,0.001100690854487735,0.0009197414916966259
0.0086,9.465941348594521e-06,0.0005121471232352867,0.00043800827193544057,7.413885129984611e-05,0.0005885437312524484,0.0004678627660433994,0.00012068096520904904,0.001100690854487735,0.00090587103797884
0.0087,9.576010434043294e-06,0.0005121471232352867,0.00044399379770055687,6.815332553472981e-05,0.0005885437312524484,0.000464825466734191,0.00012371826451825743,0.001100690854487735,0.0009088192644347479
0.0088,9.686079519492069e-06,0.0005121471232352867,0.00043670657908913654,7.544054414615015e-05,0.0005885437312524484,0.00045272939077496845,0.00013581434047747997,0.001100690854487735,0.000889435969864105
0.0089,9.796148604940842e-06,0.0005121471232352867,0.00044336640783221727,6.878071540306941e-05,0.0005885437312524484,0.00047553583723432616,0.00011300789401812227,0.001100690854487735,0.0009189022450665434
0.009,9.906217690389615e-06,0.0005121471232352867,0.0004294159420177178,8.27311812175689e-05,0.0005885437312524484,0.0004693804707374071,0.00011916326051504133,0.001100690854487735,0.0008987964127551249
0.0091,1.0016286775838389e-05,0.0005121471232352867,0.0004424315524372817,6.971557079800498e-05,0.0005885437312524484,0.0004888570396759863,9.96866915764621e-05,0.001100690854487735,0.0009312885921132681
0.0092,1.0126355861287162e-05,0.0005121471232352867,0.0004265743817449585,8.557274149032819e-05,0.0005885437312524484,0.0004591810372821584,0.00012936269397029003,0.001100690854487735,0.0008857554190271168
0.0093,1.0236424946735935e-05,0.0005121471232352867,0.0004250211089141389,8.712601432114776e-05,0.0005885437312524484,0.0004617905123212078,0.0001267532189312406,0.001100690854487735,0.0008868116212353467
0.0094,1.034649403218471e-05,0.0005121471232352867,0.0004906353642635447,2.1511758971742e-05,0.0005885437312524484,0.000473815449942062,0.00011472828131038642,0.001100690854487735,0.0009644508142056067
0.0095,1.0456563117633482e-05,0.0005121471232352867,0.00043328472650994333,7.886239672534335e-05,0.0005885437312524484,0.0004836817898108068,0.00010486194144164164,0.001100690854487735,0.0009169665163207501
0.0096,1.0566632203082255e-05,0.0005121471232352867,0.00043926503512498516,7.288208811030152e-05,0.0005885437312524484,0.00045996284950162335,0.00012858088175082507,0.001100690854487735,0.0008992278846266086
0.0097,1.067670128853103e-05,0.0005121471232352867,0.0004497620121756901,6.238511105959656e-05,0.0005885437312524484,0.0004839072904881034,0.00010463644076434502,0.001100690854487735,0.0009336693026637936
0.0098,1.0786770373979803e-05,0.0005121471232352867,0.0004416887915323954,7.04583317028913e-05,0.0005885437312524484,0.0004595161735962355,0.0001290275576562129,0.001100690854487735,0.0009012049651286309
0.009899999999999999,1.0896839459428575e-05,0.0005121471232352867,0.00043319511016641824,7.895201306886844e-05,0.0005885437312524484,0.00048300843584582297,0.00010553529540662546,0.001100690854487735,0.0009162035460122413
0.01,1.100690854487735e-05,0.0005121471232352867,0.00045092560766164477,6.122151557364191e-05,0.0005885437312524484,0.00048187786735766005,0.00010666586389478837,0.001100690854487735,0.0009328034750193048
